name,unit,avg,count,max,min,std,sum,architectures,benchmarks,benchmarkStart,bots,builds,deviceIds,displayLabel,masters,memoryAmounts,osNames,osVersions,productVersions,stories,storysetRepeats,traceStart,traceUrls
timeToFirstContentfulPaint:record,ms,16.647,1,16.647,16.647,0,16.647,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Live,1,2019-05-13 19:20:52,file:///home/ehsan/chromium/src/tools/perf/Live_2019-05-14_00-20-52_46521.html
timeToFirstContentfulPaint:v8_runtime,ms,0,1,0,0,0,0,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Paypal,1,2019-05-13 19:19:26,file:///home/ehsan/chromium/src/tools/perf/Paypal_2019-05-14_00-19-26_34047.html
trace_import_duration,ms,2979.759,1,2979.759,2979.759,0,2979.759,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,4Chan,1,2019-05-13 19:20:17,file:///home/ehsan/chromium/src/tools/perf/4Chan_2019-05-14_00-20-17_506.html
timeToFirstContentfulPaint:startup,ms,8.275,1,8.275,8.275,0,8.275,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Live,1,2019-05-13 19:20:52,file:///home/ehsan/chromium/src/tools/perf/Live_2019-05-14_00-20-52_46521.html
timeToFirstContentfulPaint:gpu,ms,0,1,0,0,0,0,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,4Chan,0,2019-05-13 19:17:13,file:///home/ehsan/chromium/src/tools/perf/4Chan_2019-05-14_00-17-13_4135.html
timeToFirstContentfulPaint:resource_loading,ms,164.549,1,164.549,164.549,0,164.549,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Live,0,2019-05-13 19:17:50,file:///home/ehsan/chromium/src/tools/perf/Live_2019-05-14_00-17-50_19800.html
timeToFirstContentfulPaint:raster,ms,0,1,0,0,0,0,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,4Chan,1,2019-05-13 19:20:17,file:///home/ehsan/chromium/src/tools/perf/4Chan_2019-05-14_00-20-17_506.html
timeToFirstContentfulPaint:raster,ms,0,1,0,0,0,0,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Trello,0,2019-05-13 19:15:23,file:///home/ehsan/chromium/src/tools/perf/Trello_2019-05-14_00-15-23_58958.html
timeToFirstContentfulPaint:overhead,ms,0,1,0,0,0,0,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,4Chan,0,2019-05-13 19:17:13,file:///home/ehsan/chromium/src/tools/perf/4Chan_2019-05-14_00-17-13_4135.html
timeToFirstContentfulPaint:composite,ms,0.873,1,0.873,0.873,0,0.873,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Live,1,2019-05-13 19:20:52,file:///home/ehsan/chromium/src/tools/perf/Live_2019-05-14_00-20-52_46521.html
aboveTheFoldLoadedToVisible,ms,,0,-Infinity,Infinity,,0,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,4Chan,1,2019-05-13 19:20:17,file:///home/ehsan/chromium/src/tools/perf/4Chan_2019-05-14_00-20-17_506.html
timeToOnload,ms,3742.805,1,3742.805,3742.805,0,3742.805,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,4Chan,0,2019-05-13 19:17:13,file:///home/ehsan/chromium/src/tools/perf/4Chan_2019-05-14_00-17-13_4135.html
trace_import_duration,ms,3499.714,1,3499.714,3499.714,0,3499.714,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Live,1,2019-05-13 19:20:52,file:///home/ehsan/chromium/src/tools/perf/Live_2019-05-14_00-20-52_46521.html
timeToFirstContentfulPaint:composite,ms,1.569,1,1.569,1.569,0,1.569,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Trello,1,2019-05-13 19:18:29,file:///home/ehsan/chromium/src/tools/perf/Trello_2019-05-14_00-18-29_50409.html
timeToFirstContentfulPaint:imageDecode,ms,0,1,0,0,0,0,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Live,0,2019-05-13 19:17:50,file:///home/ehsan/chromium/src/tools/perf/Live_2019-05-14_00-17-50_19800.html
timeToFirstContentfulPaint:idle,ms,2352.448,1,2352.448,2352.448,0,2352.448,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,4Chan,1,2019-05-13 19:20:17,file:///home/ehsan/chromium/src/tools/perf/4Chan_2019-05-14_00-20-17_506.html
timeToFirstPaint,ms,4994.486,1,4994.486,4994.486,0,4994.486,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,4Chan,1,2019-05-13 19:20:17,file:///home/ehsan/chromium/src/tools/perf/4Chan_2019-05-14_00-20-17_506.html
timeToFirstContentfulPaint:net,ms,0,1,0,0,0,0,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,4Chan,1,2019-05-13 19:20:17,file:///home/ehsan/chromium/src/tools/perf/4Chan_2019-05-14_00-20-17_506.html
timeToFirstCpuIdle,ms,,0,-Infinity,Infinity,,0,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Trello,0,2019-05-13 19:15:23,file:///home/ehsan/chromium/src/tools/perf/Trello_2019-05-14_00-15-23_58958.html
timeToFirstContentfulPaint:layout,ms,278.869,1,278.869,278.869,0,278.869,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Trello,1,2019-05-13 19:18:29,file:///home/ehsan/chromium/src/tools/perf/Trello_2019-05-14_00-18-29_50409.html
aboveTheFoldLoadedToVisible,ms,,0,-Infinity,Infinity,,0,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Paypal,1,2019-05-13 19:19:26,file:///home/ehsan/chromium/src/tools/perf/Paypal_2019-05-14_00-19-26_34047.html
timeToFirstContentfulPaint:blocked_on_network,ms,1.808,1,1.808,1.808,0,1.808,armeabi-v7a,loading.mobile,2019-05-13 19:15:20,,,02cf35f5d023e161,loading.mobile 2019-05-13 19:15:20,,,android,M,,Trello,0,2019-05-13 19:15:23,file:///home/ehsan/chromium/src/tools/perf/Trello_2019-05-14_00-15-23_58958.html
