,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
QQ,7545.947,846.6,179.315,0.799,0.0,0.268,0.0,0.0,0.0,69.597,0.0,305.792,0.0,221.502,0.0,20.771,0.0,48.457,0.0,0.0,0.0,0.099,0.0,-inf,9218.147,846.569,-inf,11912.249
Adf,2335.92,5408.1,462.579,0.509,0.0,2254.671,0.0,0.0,0.0,132.533,0.0,1847.343,0.0,208.593,0.0,25.656,0.0,301.46,0.0,0.0,11.689,163.067,0.0,-inf,5408.113,5408.075,-inf,10676.29
Google,950.904,3527.384,0.207,0.504,0.0,2636.978,0.0,0.0,0.0,82.719,0.0,518.981,0.0,206.995,0.0,10.26,0.0,15.675,0.0,0.0,16.567,38.498,0.0,-inf,3789.535,3527.355,-inf,5752.666
Adobe,10103.398,13527.888,233.146,2.795,0.0,2219.29,0.0,0.0,0.0,234.396,0.0,5724.793,0.0,1463.318,0.0,116.767,0.0,3100.863,0.0,0.0,18.662,413.858,0.0,-inf,13527.903,13527.86,-inf,21180.101
Apple,5330.628,5443.666,95.836,0.945,0.0,2242.471,0.0,0.0,0.0,63.489,0.0,1718.504,0.0,391.623,0.0,64.797,0.0,267.873,0.0,0.0,14.775,583.353,0.0,-inf,8408.551,5443.652,-inf,12366.939
Office,4420.277,7678.702,367.788,3.32,0.0,2312.564,0.0,0.0,0.0,310.267,0.0,2448.295,0.0,382.259,0.0,214.629,0.0,1429.467,0.0,0.0,13.795,196.318,0.0,-inf,7678.717,7678.686,-inf,8544.934
Tmall,1880.002,4687.516,293.629,1.827,0.0,2237.713,0.0,0.0,0.0,166.909,0.0,1771.623,0.0,115.012,0.0,26.972,0.0,54.562,0.0,0.0,12.367,6.902,0.0,-inf,4687.523,4687.498,-inf,19845.844
Vk,3529.815,4972.268,1137.743,0.695,0.0,0.224,0.0,0.0,0.0,57.753,0.0,3399.245,0.0,147.094,0.0,22.158,0.0,41.179,0.0,0.0,0.0,166.177,0.0,-inf,4972.279,4971.949,-inf,6919.682
Blogspot,1837.589,5142.774,1.102,1.762,0.0,3004.795,0.0,0.0,0.0,190.688,0.0,599.132,0.0,624.274,0.0,81.125,0.0,198.112,0.0,0.0,14.19,427.594,0.0,-inf,5142.767,5142.745,-inf,8735.819
Linkedin,1649.971,4058.057,0.967,0.976,0.0,2195.282,0.0,0.0,0.0,160.042,0.0,729.317,0.0,808.448,0.0,35.226,0.0,113.74,0.0,0.0,13.87,0.189,0.0,-inf,4058.075,4058.033,-inf,2282.565
Aliexpress,3630.214,3699.046,58.714,1.123,0.0,2291.369,0.0,0.0,0.0,99.126,0.0,776.438,0.0,349.305,0.0,33.757,0.0,48.323,0.0,0.0,15.91,24.981,0.0,-inf,6821.844,3361.661,-inf,7001.918
Rakuten,20454.943,5444.346,149.309,1.48,0.0,2263.583,0.0,0.0,0.0,159.573,0.0,2223.005,0.0,330.888,0.0,21.854,0.0,172.304,0.0,0.0,14.192,108.158,0.0,-inf,25958.084,5444.324,-inf,16462.928
Soundcloud,5177.054,3648.185,0.536,1.805,0.0,2617.706,0.0,0.0,0.0,17.845,0.0,601.399,0.0,341.579,0.0,14.395,0.0,5.175,0.0,0.0,15.852,31.893,0.0,-inf,8651.55,3384.249,-inf,6954.322
Popads,1257.699,3784.878,64.305,2.472,0.0,2239.852,0.0,0.0,0.0,57.017,0.0,933.108,0.0,158.267,0.0,30.36,0.0,100.929,0.0,0.0,13.047,185.521,0.0,-inf,3784.911,2992.786,-inf,3019.617
Mail.ru,2292.963,4266.744,6.077,1.194,0.0,2277.135,0.0,0.0,0.0,70.607,0.0,761.037,0.0,667.112,0.0,45.521,0.0,113.27,0.0,0.0,17.58,307.211,0.0,-inf,5381.767,4266.725,-inf,7842.774
